strategy,repeat_id,partition,label,host_multiplicity,period_stratum,technical_status,model_data_available,rows,assigned_denominator
host_group_stratified,5,train,1,single,0_to_lt10_days,constructed_qc_fail,True,8,479
host_group_stratified,5,train,1,single,0_to_lt10_days,constructed_qc_pass,True,471,479
host_group_stratified,5,train,1,single,100_days_or_more,constructed_qc_pass,True,60,60
host_group_stratified,5,train,1,single,10_to_lt100_days,constructed_qc_fail,True,5,470
host_group_stratified,5,train,1,single,10_to_lt100_days,constructed_qc_pass,True,465,470
host_group_stratified,5,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,8,8
host_group_stratified,5,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,4,4
host_group_stratified,5,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,10,10
host_group_stratified,5,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,31,392
host_group_stratified,5,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,361,392
host_group_stratified,5,validation,0,single,100_days_or_more,constructed_qc_fail,True,1,60
host_group_stratified,5,validation,0,single,100_days_or_more,constructed_qc_pass,True,59,60
host_group_stratified,5,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,6,121
host_group_stratified,5,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,115,121
host_group_stratified,5,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,3,86
host_group_stratified,5,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,83,86
host_group_stratified,5,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,11,11
host_group_stratified,5,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,85,85
host_group_stratified,5,validation,1,single,0_to_lt10_days,constructed_qc_fail,True,2,103
host_group_stratified,5,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,101,103
host_group_stratified,5,validation,1,single,100_days_or_more,constructed_qc_pass,True,5,5
host_group_stratified,5,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,110,110
host_group_stratified,6,test,0,multiple,0_to_lt10_days,constructed_qc_fail,True,1,14
host_group_stratified,6,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,13,14
host_group_stratified,6,test,0,multiple,100_days_or_more,constructed_qc_pass,True,2,2
host_group_stratified,6,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,13,13
host_group_stratified,6,test,0,single,0_to_lt10_days,constructed_qc_fail,True,27,376
host_group_stratified,6,test,0,single,0_to_lt10_days,constructed_qc_pass,True,349,376
host_group_stratified,6,test,0,single,100_days_or_more,constructed_qc_fail,True,4,58
host_group_stratified,6,test,0,single,100_days_or_more,constructed_qc_pass,True,54,58
host_group_stratified,6,test,0,single,10_to_lt100_days,constructed_qc_fail,True,7,131
host_group_stratified,6,test,0,single,10_to_lt100_days,constructed_qc_pass,True,124,131
host_group_stratified,6,test,1,multiple,0_to_lt10_days,constructed_qc_fail,True,6,88
host_group_stratified,6,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,82,88
host_group_stratified,6,test,1,multiple,100_days_or_more,constructed_qc_pass,True,12,12
host_group_stratified,6,test,1,multiple,10_to_lt100_days,constructed_qc_fail,True,3,95
host_group_stratified,6,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,92,95
host_group_stratified,6,test,1,single,0_to_lt10_days,constructed_qc_fail,True,3,95
host_group_stratified,6,test,1,single,0_to_lt10_days,constructed_qc_pass,True,92,95
host_group_stratified,6,test,1,single,100_days_or_more,constructed_qc_pass,True,12,12
host_group_stratified,6,test,1,single,10_to_lt100_days,constructed_qc_fail,True,2,98
host_group_stratified,6,test,1,single,10_to_lt100_days,constructed_qc_pass,True,96,98
host_group_stratified,6,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,3,46
host_group_stratified,6,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,43,46
host_group_stratified,6,train,0,multiple,100_days_or_more,constructed_qc_fail,True,2,27
host_group_stratified,6,train,0,multiple,100_days_or_more,constructed_qc_pass,True,25,27
host_group_stratified,6,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,2,35
host_group_stratified,6,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,33,35
host_group_stratified,6,train,0,single,0_to_lt10_days,constructed_qc_fail,True,122,1793
host_group_stratified,6,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1671,1793
host_group_stratified,6,train,0,single,100_days_or_more,constructed_qc_fail,True,9,253
host_group_stratified,6,train,0,single,100_days_or_more,constructed_qc_pass,True,244,253
host_group_stratified,6,train,0,single,10_to_lt100_days,constructed_qc_fail,True,34,621
host_group_stratified,6,train,0,single,10_to_lt100_days,constructed_qc_pass,True,587,621
host_group_stratified,6,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,394
host_group_stratified,6,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,393,394
host_group_stratified,6,train,1,multiple,100_days_or_more,constructed_qc_pass,True,42,42
host_group_stratified,6,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,3,423
host_group_stratified,6,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,420,423
host_group_stratified,6,train,1,single,0_to_lt10_days,constructed_qc_fail,True,7,486
host_group_stratified,6,train,1,single,0_to_lt10_days,constructed_qc_pass,True,479,486
host_group_stratified,6,train,1,single,100_days_or_more,constructed_qc_fail,True,1,62
host_group_stratified,6,train,1,single,100_days_or_more,constructed_qc_pass,True,61,62
host_group_stratified,6,train,1,single,10_to_lt100_days,constructed_qc_fail,True,4,466
host_group_stratified,6,train,1,single,10_to_lt100_days,constructed_qc_pass,True,462,466
host_group_stratified,6,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,12,12
host_group_stratified,6,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,3,3
host_group_stratified,6,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,7,7
host_group_stratified,6,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,30,377
host_group_stratified,6,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,347,377
host_group_stratified,6,validation,0,single,100_days_or_more,constructed_qc_pass,True,58,58
host_group_stratified,6,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,6,137
host_group_stratified,6,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,131,137
host_group_stratified,6,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,5,78
host_group_stratified,6,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,73,78
host_group_stratified,6,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,8,8
host_group_stratified,6,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,96,96
host_group_stratified,6,validation,1,single,0_to_lt10_days,constructed_qc_fail,True,1,94
host_group_stratified,6,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,93,94
host_group_stratified,6,validation,1,single,100_days_or_more,constructed_qc_pass,True,9,9
host_group_stratified,6,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,116,116
host_group_stratified,7,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,14,14
host_group_stratified,7,test,0,multiple,100_days_or_more,constructed_qc_pass,True,9,9
host_group_stratified,7,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,7,7
host_group_stratified,7,test,0,single,0_to_lt10_days,constructed_qc_fail,True,30,374
host_group_stratified,7,test,0,single,0_to_lt10_days,constructed_qc_pass,True,344,374
host_group_stratified,7,test,0,single,100_days_or_more,constructed_qc_fail,True,5,44
host_group_stratified,7,test,0,single,100_days_or_more,constructed_qc_pass,True,39,44
host_group_stratified,7,test,0,single,10_to_lt100_days,constructed_qc_fail,True,8,147
host_group_stratified,7,test,0,single,10_to_lt100_days,constructed_qc_pass,True,139,147
host_group_stratified,7,test,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,81
host_group_stratified,7,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,80,81
host_group_stratified,7,test,1,multiple,100_days_or_more,constructed_qc_pass,True,12,12
host_group_stratified,7,test,1,multiple,10_to_lt100_days,constructed_qc_fail,True,1,97
host_group_stratified,7,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,96,97
host_group_stratified,7,test,1,single,0_to_lt10_days,constructed_qc_fail,True,1,88
host_group_stratified,7,test,1,single,0_to_lt10_days,constructed_qc_pass,True,87,88
host_group_stratified,7,test,1,single,100_days_or_more,constructed_qc_pass,True,14,14
host_group_stratified,7,test,1,single,10_to_lt100_days,constructed_qc_pass,True,109,109
host_group_stratified,7,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,3,45
host_group_stratified,7,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,42,45
host_group_stratified,7,train,0,multiple,100_days_or_more,constructed_qc_fail,True,2,23
host_group_stratified,7,train,0,multiple,100_days_or_more,constructed_qc_pass,True,21,23
host_group_stratified,7,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,2,40
host_group_stratified,7,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,38,40
host_group_stratified,7,train,0,single,0_to_lt10_days,constructed_qc_fail,True,126,1811
host_group_stratified,7,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1685,1811
host_group_stratified,7,train,0,single,100_days_or_more,constructed_qc_fail,True,7,259
host_group_stratified,7,train,0,single,100_days_or_more,constructed_qc_pass,True,252,259
host_group_stratified,7,train,0,single,10_to_lt100_days,constructed_qc_fail,True,31,597
host_group_stratified,7,train,0,single,10_to_lt100_days,constructed_qc_pass,True,566,597
host_group_stratified,7,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,10,392
host_group_stratified,7,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,382,392
host_group_stratified,7,train,1,multiple,100_days_or_more,constructed_qc_pass,True,39,39
host_group_stratified,7,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,3,432
host_group_stratified,7,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,429,432
host_group_stratified,7,train,1,single,0_to_lt10_days,constructed_qc_fail,True,8,475
host_group_stratified,7,train,1,single,0_to_lt10_days,constructed_qc_pass,True,467,475
host_group_stratified,7,train,1,single,100_days_or_more,constructed_qc_fail,True,1,62
host_group_stratified,7,train,1,single,100_days_or_more,constructed_qc_pass,True,61,62
host_group_stratified,7,train,1,single,10_to_lt100_days,constructed_qc_fail,True,5,473
host_group_stratified,7,train,1,single,10_to_lt100_days,constructed_qc_pass,True,468,473
host_group_stratified,7,validation,0,multiple,0_to_lt10_days,constructed_qc_fail,True,1,13
host_group_stratified,7,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,12,13
host_group_stratified,7,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,8,8
host_group_stratified,7,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,23,361
host_group_stratified,7,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,338,361
host_group_stratified,7,validation,0,single,100_days_or_more,constructed_qc_fail,True,1,66
host_group_stratified,7,validation,0,single,100_days_or_more,constructed_qc_pass,True,65,66
host_group_stratified,7,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,8,145
host_group_stratified,7,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,137,145
host_group_stratified,7,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,87
host_group_stratified,7,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,86,87
host_group_stratified,7,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,11,11
host_group_stratified,7,validation,1,multiple,10_to_lt100_days,constructed_qc_fail,True,2,85
host_group_stratified,7,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,83,85
host_group_stratified,7,validation,1,single,0_to_lt10_days,constructed_qc_fail,True,2,112
host_group_stratified,7,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,110,112
host_group_stratified,7,validation,1,single,100_days_or_more,constructed_qc_pass,True,7,7
host_group_stratified,7,validation,1,single,10_to_lt100_days,constructed_qc_fail,True,1,98
host_group_stratified,7,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,97,98
host_group_stratified,8,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,10,10
host_group_stratified,8,test,0,multiple,100_days_or_more,constructed_qc_fail,True,1,3
host_group_stratified,8,test,0,multiple,100_days_or_more,constructed_qc_pass,True,2,3
host_group_stratified,8,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,8,8
host_group_stratified,8,test,0,single,0_to_lt10_days,constructed_qc_fail,True,27,382
host_group_stratified,8,test,0,single,0_to_lt10_days,constructed_qc_pass,True,355,382
host_group_stratified,8,test,0,single,100_days_or_more,constructed_qc_pass,True,44,44
host_group_stratified,8,test,0,single,10_to_lt100_days,constructed_qc_fail,True,4,146
host_group_stratified,8,test,0,single,10_to_lt100_days,constructed_qc_pass,True,142,146
host_group_stratified,8,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,74,74
host_group_stratified,8,test,1,multiple,100_days_or_more,constructed_qc_pass,True,7,7
host_group_stratified,8,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,104,104
host_group_stratified,8,test,1,single,0_to_lt10_days,constructed_qc_pass,True,106,106
host_group_stratified,8,test,1,single,100_days_or_more,constructed_qc_pass,True,12,12
host_group_stratified,8,test,1,single,10_to_lt100_days,constructed_qc_fail,True,1,97
host_group_stratified,8,test,1,single,10_to_lt100_days,constructed_qc_pass,True,96,97
host_group_stratified,8,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,2,50
host_group_stratified,8,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,48,50
host_group_stratified,8,train,0,multiple,100_days_or_more,constructed_qc_fail,True,1,29
host_group_stratified,8,train,0,multiple,100_days_or_more,constructed_qc_pass,True,28,29
host_group_stratified,8,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,1,36
host_group_stratified,8,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,35,36
host_group_stratified,8,train,0,single,0_to_lt10_days,constructed_qc_fail,True,121,1786
host_group_stratified,8,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1665,1786
host_group_stratified,8,train,0,single,100_days_or_more,constructed_qc_fail,True,12,269
host_group_stratified,8,train,0,single,100_days_or_more,constructed_qc_pass,True,257,269
host_group_stratified,8,train,0,single,10_to_lt100_days,constructed_qc_fail,True,37,603
host_group_stratified,8,train,0,single,10_to_lt100_days,constructed_qc_pass,True,566,603
host_group_stratified,8,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,11,405
host_group_stratified,8,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,394,405
host_group_stratified,8,train,1,multiple,100_days_or_more,constructed_qc_pass,True,45,45
host_group_stratified,8,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,6,415
host_group_stratified,8,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,409,415
host_group_stratified,8,train,1,single,0_to_lt10_days,constructed_qc_fail,True,11,471
host_group_stratified,8,train,1,single,0_to_lt10_days,constructed_qc_pass,True,460,471
host_group_stratified,8,train,1,single,100_days_or_more,constructed_qc_fail,True,1,54
host_group_stratified,8,train,1,single,100_days_or_more,constructed_qc_pass,True,53,54
host_group_stratified,8,train,1,single,10_to_lt100_days,constructed_qc_fail,True,5,485
host_group_stratified,8,train,1,single,10_to_lt100_days,constructed_qc_pass,True,480,485
host_group_stratified,8,validation,0,multiple,0_to_lt10_days,constructed_qc_fail,True,2,12
host_group_stratified,8,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,10,12
host_group_stratified,8,validation,0,multiple,10_to_lt100_days,constructed_qc_fail,True,1,11
host_group_stratified,8,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,10,11
host_group_stratified,8,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,31,378
host_group_stratified,8,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,347,378
host_group_stratified,8,validation,0,single,100_days_or_more,constructed_qc_fail,True,1,56
host_group_stratified,8,validation,0,single,100_days_or_more,constructed_qc_pass,True,55,56
host_group_stratified,8,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,6,140
host_group_stratified,8,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,134,140
host_group_stratified,8,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,81
host_group_stratified,8,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,80,81
host_group_stratified,8,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,10,10
host_group_stratified,8,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,95,95
host_group_stratified,8,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,98,98
host_group_stratified,8,validation,1,single,100_days_or_more,constructed_qc_pass,True,17,17
host_group_stratified,8,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,98,98
host_group_stratified,9,test,0,multiple,0_to_lt10_days,constructed_qc_fail,True,2,10
host_group_stratified,9,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,8,10
host_group_stratified,9,test,0,multiple,100_days_or_more,constructed_qc_fail,True,1,4
host_group_stratified,9,test,0,multiple,100_days_or_more,constructed_qc_pass,True,3,4
host_group_stratified,9,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,10,10
host_group_stratified,9,test,0,single,0_to_lt10_days,constructed_qc_fail,True,23,379
host_group_stratified,9,test,0,single,0_to_lt10_days,constructed_qc_pass,True,356,379
host_group_stratified,9,test,0,single,100_days_or_more,constructed_qc_fail,True,3,57
host_group_stratified,9,test,0,single,100_days_or_more,constructed_qc_pass,True,54,57
host_group_stratified,9,test,0,single,10_to_lt100_days,constructed_qc_fail,True,4,134
host_group_stratified,9,test,0,single,10_to_lt100_days,constructed_qc_pass,True,130,134
host_group_stratified,9,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,73,73
host_group_stratified,9,test,1,multiple,100_days_or_more,constructed_qc_pass,True,11,11
host_group_stratified,9,test,1,multiple,10_to_lt100_days,constructed_qc_fail,True,2,100
host_group_stratified,9,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,98,100
host_group_stratified,9,test,1,single,0_to_lt10_days,constructed_qc_pass,True,96,96
host_group_stratified,9,test,1,single,100_days_or_more,constructed_qc_pass,True,15,15
host_group_stratified,9,test,1,single,10_to_lt100_days,constructed_qc_pass,True,106,106
host_group_stratified,9,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,2,48
host_group_stratified,9,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,46,48
host_group_stratified,9,train,0,multiple,100_days_or_more,constructed_qc_pass,True,24,24
host_group_stratified,9,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,1,38
host_group_stratified,9,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,37,38
host_group_stratified,9,train,0,single,0_to_lt10_days,constructed_qc_fail,True,126,1790
host_group_stratified,9,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1664,1790
host_group_stratified,9,train,0,single,100_days_or_more,constructed_qc_fail,True,9,259
host_group_stratified,9,train,0,single,100_days_or_more,constructed_qc_pass,True,250,259
host_group_stratified,9,train,0,single,10_to_lt100_days,constructed_qc_fail,True,34,616
host_group_stratified,9,train,0,single,10_to_lt100_days,constructed_qc_pass,True,582,616
host_group_stratified,9,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,10,404
host_group_stratified,9,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,394,404
host_group_stratified,9,train,1,multiple,100_days_or_more,constructed_qc_pass,True,42,42
host_group_stratified,9,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,415,415
host_group_stratified,9,train,1,single,0_to_lt10_days,constructed_qc_fail,True,8,488
host_group_stratified,9,train,1,single,0_to_lt10_days,constructed_qc_pass,True,480,488
host_group_stratified,9,train,1,single,100_days_or_more,constructed_qc_fail,True,1,55
host_group_stratified,9,train,1,single,100_days_or_more,constructed_qc_pass,True,54,55
host_group_stratified,9,train,1,single,10_to_lt100_days,constructed_qc_fail,True,4,469
host_group_stratified,9,train,1,single,10_to_lt100_days,constructed_qc_pass,True,465,469
host_group_stratified,9,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,14,14
host_group_stratified,9,validation,0,multiple,100_days_or_more,constructed_qc_fail,True,1,4
host_group_stratified,9,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,3,4
host_group_stratified,9,validation,0,multiple,10_to_lt100_days,constructed_qc_fail,True,1,7
host_group_stratified,9,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,6,7
host_group_stratified,9,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,30,377
host_group_stratified,9,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,347,377
host_group_stratified,9,validation,0,single,100_days_or_more,constructed_qc_fail,True,1,53
host_group_stratified,9,validation,0,single,100_days_or_more,constructed_qc_pass,True,52,53
host_group_stratified,9,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,9,139
host_group_stratified,9,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,130,139
host_group_stratified,9,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,2,83
host_group_stratified,9,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,81,83
host_group_stratified,9,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,9,9
host_group_stratified,9,validation,1,multiple,10_to_lt100_days,constructed_qc_fail,True,4,99
host_group_stratified,9,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,95,99
host_group_stratified,9,validation,1,single,0_to_lt10_days,constructed_qc_fail,True,3,91
host_group_stratified,9,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,88,91
host_group_stratified,9,validation,1,single,100_days_or_more,constructed_qc_pass,True,13,13
host_group_stratified,9,validation,1,single,10_to_lt100_days,constructed_qc_fail,True,2,105
host_group_stratified,9,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,103,105
object_stratified,0,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,11,11
object_stratified,0,test,0,multiple,100_days_or_more,constructed_qc_pass,True,5,5
object_stratified,0,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,14,14
object_stratified,0,test,0,single,0_to_lt10_days,constructed_qc_fail,True,29,389
object_stratified,0,test,0,single,0_to_lt10_days,constructed_qc_pass,True,360,389
object_stratified,0,test,0,single,100_days_or_more,constructed_qc_pass,True,50,50
object_stratified,0,test,0,single,10_to_lt100_days,constructed_qc_fail,True,2,125
object_stratified,0,test,0,single,10_to_lt100_days,constructed_qc_pass,True,123,125
object_stratified,0,test,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,84
object_stratified,0,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,83,84
object_stratified,0,test,1,multiple,100_days_or_more,constructed_qc_pass,True,9,9
object_stratified,0,test,1,multiple,10_to_lt100_days,constructed_qc_fail,True,2,82
object_stratified,0,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,80,82
object_stratified,0,test,1,single,0_to_lt10_days,constructed_qc_pass,True,99,99
object_stratified,0,test,1,single,100_days_or_more,constructed_qc_fail,True,1,17
object_stratified,0,test,1,single,100_days_or_more,constructed_qc_pass,True,16,17
object_stratified,0,test,1,single,10_to_lt100_days,constructed_qc_fail,True,1,108
object_stratified,0,test,1,single,10_to_lt100_days,constructed_qc_pass,True,107,108
object_stratified,0,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,3,51
object_stratified,0,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,48,51
object_stratified,0,train,0,multiple,100_days_or_more,constructed_qc_fail,True,1,23
object_stratified,0,train,0,multiple,100_days_or_more,constructed_qc_pass,True,22,23
object_stratified,0,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,1,37
object_stratified,0,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,36,37
object_stratified,0,train,0,single,0_to_lt10_days,constructed_qc_fail,True,119,1764
object_stratified,0,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1645,1764
object_stratified,0,train,0,single,100_days_or_more,constructed_qc_fail,True,9,259
object_stratified,0,train,0,single,100_days_or_more,constructed_qc_pass,True,250,259
object_stratified,0,train,0,single,10_to_lt100_days,constructed_qc_fail,True,38,638
object_stratified,0,train,0,single,10_to_lt100_days,constructed_qc_pass,True,600,638
object_stratified,0,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,10,400
object_stratified,0,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,390,400
object_stratified,0,train,1,multiple,100_days_or_more,constructed_qc_pass,True,44,44
object_stratified,0,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,4,433
object_stratified,0,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,429,433
object_stratified,0,train,1,single,0_to_lt10_days,constructed_qc_fail,True,11,479
object_stratified,0,train,1,single,0_to_lt10_days,constructed_qc_pass,True,468,479
object_stratified,0,train,1,single,100_days_or_more,constructed_qc_pass,True,50,50
object_stratified,0,train,1,single,10_to_lt100_days,constructed_qc_fail,True,4,470
object_stratified,0,train,1,single,10_to_lt100_days,constructed_qc_pass,True,466,470
object_stratified,0,validation,0,multiple,0_to_lt10_days,constructed_qc_fail,True,1,10
object_stratified,0,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,9,10
object_stratified,0,validation,0,multiple,100_days_or_more,constructed_qc_fail,True,1,4
object_stratified,0,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,3,4
object_stratified,0,validation,0,multiple,10_to_lt100_days,constructed_qc_fail,True,1,4
object_stratified,0,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,3,4
object_stratified,0,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,31,393
object_stratified,0,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,362,393
object_stratified,0,validation,0,single,100_days_or_more,constructed_qc_fail,True,4,60
object_stratified,0,validation,0,single,100_days_or_more,constructed_qc_pass,True,56,60
object_stratified,0,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,7,126
object_stratified,0,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,119,126
object_stratified,0,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,76
object_stratified,0,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,75,76
object_stratified,0,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,9,9
object_stratified,0,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,99,99
object_stratified,0,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,97,97
object_stratified,0,validation,1,single,100_days_or_more,constructed_qc_pass,True,16,16
object_stratified,0,validation,1,single,10_to_lt100_days,constructed_qc_fail,True,1,102
object_stratified,0,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,101,102
object_stratified,1,test,0,multiple,0_to_lt10_days,constructed_qc_fail,True,1,11
object_stratified,1,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,10,11
object_stratified,1,test,0,multiple,100_days_or_more,constructed_qc_fail,True,1,6
object_stratified,1,test,0,multiple,100_days_or_more,constructed_qc_pass,True,5,6
object_stratified,1,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,9,9
object_stratified,1,test,0,single,0_to_lt10_days,constructed_qc_fail,True,29,379
object_stratified,1,test,0,single,0_to_lt10_days,constructed_qc_pass,True,350,379
object_stratified,1,test,0,single,100_days_or_more,constructed_qc_fail,True,1,56
object_stratified,1,test,0,single,100_days_or_more,constructed_qc_pass,True,55,56
object_stratified,1,test,0,single,10_to_lt100_days,constructed_qc_fail,True,8,133
object_stratified,1,test,0,single,10_to_lt100_days,constructed_qc_pass,True,125,133
object_stratified,1,test,1,multiple,0_to_lt10_days,constructed_qc_fail,True,3,86
