strategy,repeat_id,partition,label,host_multiplicity,period_stratum,technical_status,model_data_available,rows,assigned_denominator
object_stratified,1,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,83,86
object_stratified,1,test,1,multiple,100_days_or_more,constructed_qc_pass,True,9,9
object_stratified,1,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,94,94
object_stratified,1,test,1,single,0_to_lt10_days,constructed_qc_fail,True,2,107
object_stratified,1,test,1,single,0_to_lt10_days,constructed_qc_pass,True,105,107
object_stratified,1,test,1,single,100_days_or_more,constructed_qc_pass,True,8,8
object_stratified,1,test,1,single,10_to_lt100_days,constructed_qc_pass,True,95,95
object_stratified,1,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,3,53
object_stratified,1,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,50,53
object_stratified,1,train,0,multiple,100_days_or_more,constructed_qc_fail,True,1,22
object_stratified,1,train,0,multiple,100_days_or_more,constructed_qc_pass,True,21,22
object_stratified,1,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,2,38
object_stratified,1,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,36,38
object_stratified,1,train,0,single,0_to_lt10_days,constructed_qc_fail,True,120,1803
object_stratified,1,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1683,1803
object_stratified,1,train,0,single,100_days_or_more,constructed_qc_fail,True,10,245
object_stratified,1,train,0,single,100_days_or_more,constructed_qc_pass,True,235,245
object_stratified,1,train,0,single,10_to_lt100_days,constructed_qc_fail,True,31,611
object_stratified,1,train,0,single,10_to_lt100_days,constructed_qc_pass,True,580,611
object_stratified,1,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,8,382
object_stratified,1,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,374,382
object_stratified,1,train,1,multiple,100_days_or_more,constructed_qc_pass,True,42,42
object_stratified,1,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,5,438
object_stratified,1,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,433,438
object_stratified,1,train,1,single,0_to_lt10_days,constructed_qc_fail,True,8,471
object_stratified,1,train,1,single,0_to_lt10_days,constructed_qc_pass,True,463,471
object_stratified,1,train,1,single,100_days_or_more,constructed_qc_fail,True,1,65
object_stratified,1,train,1,single,100_days_or_more,constructed_qc_pass,True,64,65
object_stratified,1,train,1,single,10_to_lt100_days,constructed_qc_fail,True,5,478
object_stratified,1,train,1,single,10_to_lt100_days,constructed_qc_pass,True,473,478
object_stratified,1,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,8,8
object_stratified,1,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,4,4
object_stratified,1,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,8,8
object_stratified,1,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,30,364
object_stratified,1,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,334,364
object_stratified,1,validation,0,single,100_days_or_more,constructed_qc_fail,True,2,68
object_stratified,1,validation,0,single,100_days_or_more,constructed_qc_pass,True,66,68
object_stratified,1,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,8,145
object_stratified,1,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,137,145
object_stratified,1,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,92
object_stratified,1,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,91,92
object_stratified,1,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,11,11
object_stratified,1,validation,1,multiple,10_to_lt100_days,constructed_qc_fail,True,1,82
object_stratified,1,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,81,82
object_stratified,1,validation,1,single,0_to_lt10_days,constructed_qc_fail,True,1,97
object_stratified,1,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,96,97
object_stratified,1,validation,1,single,100_days_or_more,constructed_qc_pass,True,10,10
object_stratified,1,validation,1,single,10_to_lt100_days,constructed_qc_fail,True,1,107
object_stratified,1,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,106,107
object_stratified,2,test,0,multiple,0_to_lt10_days,constructed_qc_fail,True,1,14
object_stratified,2,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,13,14
object_stratified,2,test,0,multiple,100_days_or_more,constructed_qc_fail,True,1,8
object_stratified,2,test,0,multiple,100_days_or_more,constructed_qc_pass,True,7,8
object_stratified,2,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,9,9
object_stratified,2,test,0,single,0_to_lt10_days,constructed_qc_fail,True,34,378
object_stratified,2,test,0,single,0_to_lt10_days,constructed_qc_pass,True,344,378
object_stratified,2,test,0,single,100_days_or_more,constructed_qc_pass,True,54,54
object_stratified,2,test,0,single,10_to_lt100_days,constructed_qc_fail,True,12,131
object_stratified,2,test,0,single,10_to_lt100_days,constructed_qc_pass,True,119,131
object_stratified,2,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,70,70
object_stratified,2,test,1,multiple,100_days_or_more,constructed_qc_pass,True,6,6
object_stratified,2,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,103,103
object_stratified,2,test,1,single,0_to_lt10_days,constructed_qc_fail,True,4,101
object_stratified,2,test,1,single,0_to_lt10_days,constructed_qc_pass,True,97,101
object_stratified,2,test,1,single,100_days_or_more,constructed_qc_pass,True,20,20
object_stratified,2,test,1,single,10_to_lt100_days,constructed_qc_fail,True,2,99
object_stratified,2,test,1,single,10_to_lt100_days,constructed_qc_pass,True,97,99
object_stratified,2,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,3,45
object_stratified,2,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,42,45
object_stratified,2,train,0,multiple,100_days_or_more,constructed_qc_fail,True,1,20
object_stratified,2,train,0,multiple,100_days_or_more,constructed_qc_pass,True,19,20
object_stratified,2,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,2,36
object_stratified,2,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,34,36
object_stratified,2,train,0,single,0_to_lt10_days,constructed_qc_fail,True,115,1797
object_stratified,2,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1682,1797
object_stratified,2,train,0,single,100_days_or_more,constructed_qc_fail,True,11,253
object_stratified,2,train,0,single,100_days_or_more,constructed_qc_pass,True,242,253
object_stratified,2,train,0,single,10_to_lt100_days,constructed_qc_fail,True,29,621
object_stratified,2,train,0,single,10_to_lt100_days,constructed_qc_pass,True,592,621
object_stratified,2,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,9,402
object_stratified,2,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,393,402
object_stratified,2,train,1,multiple,100_days_or_more,constructed_qc_pass,True,43,43
object_stratified,2,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,4,426
object_stratified,2,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,422,426
object_stratified,2,train,1,single,0_to_lt10_days,constructed_qc_fail,True,7,471
object_stratified,2,train,1,single,0_to_lt10_days,constructed_qc_pass,True,464,471
object_stratified,2,train,1,single,100_days_or_more,constructed_qc_fail,True,1,51
object_stratified,2,train,1,single,100_days_or_more,constructed_qc_pass,True,50,51
object_stratified,2,train,1,single,10_to_lt100_days,constructed_qc_fail,True,4,483
object_stratified,2,train,1,single,10_to_lt100_days,constructed_qc_pass,True,479,483
object_stratified,2,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,13,13
object_stratified,2,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,4,4
object_stratified,2,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,10,10
object_stratified,2,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,30,371
object_stratified,2,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,341,371
object_stratified,2,validation,0,single,100_days_or_more,constructed_qc_fail,True,2,62
object_stratified,2,validation,0,single,100_days_or_more,constructed_qc_pass,True,60,62
object_stratified,2,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,6,137
object_stratified,2,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,131,137
object_stratified,2,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,3,88
object_stratified,2,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,85,88
object_stratified,2,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,13,13
object_stratified,2,validation,1,multiple,10_to_lt100_days,constructed_qc_fail,True,2,85
object_stratified,2,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,83,85
object_stratified,2,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,103,103
object_stratified,2,validation,1,single,100_days_or_more,constructed_qc_pass,True,12,12
object_stratified,2,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,98,98
object_stratified,3,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,12,12
object_stratified,3,test,0,multiple,100_days_or_more,constructed_qc_fail,True,1,7
object_stratified,3,test,0,multiple,100_days_or_more,constructed_qc_pass,True,6,7
object_stratified,3,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,4,4
object_stratified,3,test,0,single,0_to_lt10_days,constructed_qc_fail,True,25,393
object_stratified,3,test,0,single,0_to_lt10_days,constructed_qc_pass,True,368,393
object_stratified,3,test,0,single,100_days_or_more,constructed_qc_pass,True,49,49
object_stratified,3,test,0,single,10_to_lt100_days,constructed_qc_fail,True,8,129
object_stratified,3,test,0,single,10_to_lt100_days,constructed_qc_pass,True,121,129
object_stratified,3,test,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,73
object_stratified,3,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,72,73
object_stratified,3,test,1,multiple,100_days_or_more,constructed_qc_pass,True,11,11
object_stratified,3,test,1,multiple,10_to_lt100_days,constructed_qc_fail,True,2,92
object_stratified,3,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,90,92
object_stratified,3,test,1,single,0_to_lt10_days,constructed_qc_fail,True,1,103
object_stratified,3,test,1,single,0_to_lt10_days,constructed_qc_pass,True,102,103
object_stratified,3,test,1,single,100_days_or_more,constructed_qc_pass,True,14,14
object_stratified,3,test,1,single,10_to_lt100_days,constructed_qc_pass,True,106,106
object_stratified,3,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,2,49
object_stratified,3,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,47,49
object_stratified,3,train,0,multiple,100_days_or_more,constructed_qc_fail,True,1,17
object_stratified,3,train,0,multiple,100_days_or_more,constructed_qc_pass,True,16,17
object_stratified,3,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,2,43
object_stratified,3,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,41,43
object_stratified,3,train,0,single,0_to_lt10_days,constructed_qc_fail,True,137,1772
object_stratified,3,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1635,1772
object_stratified,3,train,0,single,100_days_or_more,constructed_qc_fail,True,8,260
object_stratified,3,train,0,single,100_days_or_more,constructed_qc_pass,True,252,260
object_stratified,3,train,0,single,10_to_lt100_days,constructed_qc_fail,True,31,631
object_stratified,3,train,0,single,10_to_lt100_days,constructed_qc_pass,True,600,631
object_stratified,3,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,7,407
object_stratified,3,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,400,407
object_stratified,3,train,1,multiple,100_days_or_more,constructed_qc_pass,True,43,43
object_stratified,3,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,4,433
object_stratified,3,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,429,433
object_stratified,3,train,1,single,0_to_lt10_days,constructed_qc_fail,True,9,464
object_stratified,3,train,1,single,0_to_lt10_days,constructed_qc_pass,True,455,464
object_stratified,3,train,1,single,100_days_or_more,constructed_qc_pass,True,58,58
object_stratified,3,train,1,single,10_to_lt100_days,constructed_qc_fail,True,4,471
object_stratified,3,train,1,single,10_to_lt100_days,constructed_qc_pass,True,467,471
object_stratified,3,validation,0,multiple,0_to_lt10_days,constructed_qc_fail,True,2,11
object_stratified,3,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,9,11
object_stratified,3,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,8,8
object_stratified,3,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,8,8
object_stratified,3,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,17,381
object_stratified,3,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,364,381
object_stratified,3,validation,0,single,100_days_or_more,constructed_qc_fail,True,5,60
object_stratified,3,validation,0,single,100_days_or_more,constructed_qc_pass,True,55,60
object_stratified,3,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,8,129
object_stratified,3,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,121,129
object_stratified,3,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,4,80
object_stratified,3,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,76,80
object_stratified,3,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,8,8
object_stratified,3,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,89,89
object_stratified,3,validation,1,single,0_to_lt10_days,constructed_qc_fail,True,1,108
object_stratified,3,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,107,108
object_stratified,3,validation,1,single,100_days_or_more,constructed_qc_fail,True,1,11
object_stratified,3,validation,1,single,100_days_or_more,constructed_qc_pass,True,10,11
object_stratified,3,validation,1,single,10_to_lt100_days,constructed_qc_fail,True,2,103
object_stratified,3,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,101,103
object_stratified,4,test,0,multiple,0_to_lt10_days,constructed_qc_fail,True,2,10
object_stratified,4,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,8,10
object_stratified,4,test,0,multiple,100_days_or_more,constructed_qc_pass,True,7,7
object_stratified,4,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,12,12
object_stratified,4,test,0,single,0_to_lt10_days,constructed_qc_fail,True,35,389
object_stratified,4,test,0,single,0_to_lt10_days,constructed_qc_pass,True,354,389
object_stratified,4,test,0,single,100_days_or_more,constructed_qc_fail,True,1,44
object_stratified,4,test,0,single,100_days_or_more,constructed_qc_pass,True,43,44
object_stratified,4,test,0,single,10_to_lt100_days,constructed_qc_fail,True,7,132
object_stratified,4,test,0,single,10_to_lt100_days,constructed_qc_pass,True,125,132
object_stratified,4,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,95,95
object_stratified,4,test,1,multiple,100_days_or_more,constructed_qc_pass,True,9,9
object_stratified,4,test,1,multiple,10_to_lt100_days,constructed_qc_fail,True,1,78
object_stratified,4,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,77,78
object_stratified,4,test,1,single,0_to_lt10_days,constructed_qc_fail,True,2,110
object_stratified,4,test,1,single,0_to_lt10_days,constructed_qc_pass,True,108,110
object_stratified,4,test,1,single,100_days_or_more,constructed_qc_pass,True,7,7
object_stratified,4,test,1,single,10_to_lt100_days,constructed_qc_pass,True,100,100
object_stratified,4,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,1,50
object_stratified,4,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,49,50
object_stratified,4,train,0,multiple,100_days_or_more,constructed_qc_fail,True,2,19
object_stratified,4,train,0,multiple,100_days_or_more,constructed_qc_pass,True,17,19
object_stratified,4,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,2,36
object_stratified,4,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,34,36
object_stratified,4,train,0,single,0_to_lt10_days,constructed_qc_fail,True,119,1774
object_stratified,4,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1655,1774
object_stratified,4,train,0,single,100_days_or_more,constructed_qc_fail,True,8,273
object_stratified,4,train,0,single,100_days_or_more,constructed_qc_pass,True,265,273
object_stratified,4,train,0,single,10_to_lt100_days,constructed_qc_fail,True,34,620
object_stratified,4,train,0,single,10_to_lt100_days,constructed_qc_pass,True,586,620
object_stratified,4,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,11,384
object_stratified,4,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,373,384
object_stratified,4,train,1,multiple,100_days_or_more,constructed_qc_pass,True,41,41
object_stratified,4,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,2,447
object_stratified,4,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,445,447
object_stratified,4,train,1,single,0_to_lt10_days,constructed_qc_fail,True,8,463
object_stratified,4,train,1,single,0_to_lt10_days,constructed_qc_pass,True,455,463
object_stratified,4,train,1,single,100_days_or_more,constructed_qc_fail,True,1,65
object_stratified,4,train,1,single,100_days_or_more,constructed_qc_pass,True,64,65
object_stratified,4,train,1,single,10_to_lt100_days,constructed_qc_fail,True,6,476
object_stratified,4,train,1,single,10_to_lt100_days,constructed_qc_pass,True,470,476
object_stratified,4,validation,0,multiple,0_to_lt10_days,constructed_qc_fail,True,1,12
object_stratified,4,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,11,12
object_stratified,4,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,6,6
object_stratified,4,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,7,7
object_stratified,4,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,25,383
object_stratified,4,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,358,383
object_stratified,4,validation,0,single,100_days_or_more,constructed_qc_fail,True,4,52
object_stratified,4,validation,0,single,100_days_or_more,constructed_qc_pass,True,48,52
object_stratified,4,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,6,137
object_stratified,4,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,131,137
object_stratified,4,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,81
object_stratified,4,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,80,81
object_stratified,4,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,12,12
object_stratified,4,validation,1,multiple,10_to_lt100_days,constructed_qc_fail,True,3,89
object_stratified,4,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,86,89
object_stratified,4,validation,1,single,0_to_lt10_days,constructed_qc_fail,True,1,102
object_stratified,4,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,101,102
object_stratified,4,validation,1,single,100_days_or_more,constructed_qc_pass,True,11,11
object_stratified,4,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,104,104
object_stratified,5,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,8,8
object_stratified,5,test,0,multiple,100_days_or_more,constructed_qc_pass,True,2,2
object_stratified,5,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,6,6
object_stratified,5,test,0,single,0_to_lt10_days,constructed_qc_fail,True,27,387
object_stratified,5,test,0,single,0_to_lt10_days,constructed_qc_pass,True,360,387
object_stratified,5,test,0,single,100_days_or_more,constructed_qc_fail,True,2,65
object_stratified,5,test,0,single,100_days_or_more,constructed_qc_pass,True,63,65
object_stratified,5,test,0,single,10_to_lt100_days,constructed_qc_fail,True,9,126
object_stratified,5,test,0,single,10_to_lt100_days,constructed_qc_pass,True,117,126
object_stratified,5,test,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,83
object_stratified,5,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,82,83
object_stratified,5,test,1,multiple,100_days_or_more,constructed_qc_pass,True,13,13
object_stratified,5,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,86,86
object_stratified,5,test,1,single,0_to_lt10_days,constructed_qc_fail,True,1,111
object_stratified,5,test,1,single,0_to_lt10_days,constructed_qc_pass,True,110,111
object_stratified,5,test,1,single,100_days_or_more,constructed_qc_pass,True,7,7
object_stratified,5,test,1,single,10_to_lt100_days,constructed_qc_fail,True,2,99
object_stratified,5,test,1,single,10_to_lt100_days,constructed_qc_pass,True,97,99
object_stratified,5,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,3,57
object_stratified,5,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,54,57
object_stratified,5,train,0,multiple,100_days_or_more,constructed_qc_fail,True,1,24
object_stratified,5,train,0,multiple,100_days_or_more,constructed_qc_pass,True,23,24
object_stratified,5,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,2,44
object_stratified,5,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,42,44
object_stratified,5,train,0,single,0_to_lt10_days,constructed_qc_fail,True,125,1775
object_stratified,5,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1650,1775
object_stratified,5,train,0,single,100_days_or_more,constructed_qc_fail,True,10,245
object_stratified,5,train,0,single,100_days_or_more,constructed_qc_pass,True,235,245
object_stratified,5,train,0,single,10_to_lt100_days,constructed_qc_fail,True,32,627
object_stratified,5,train,0,single,10_to_lt100_days,constructed_qc_pass,True,595,627
object_stratified,5,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,9,387
object_stratified,5,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,378,387
object_stratified,5,train,1,multiple,100_days_or_more,constructed_qc_pass,True,40,40
object_stratified,5,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,5,433
object_stratified,5,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,428,433
object_stratified,5,train,1,single,0_to_lt10_days,constructed_qc_fail,True,10,469
object_stratified,5,train,1,single,0_to_lt10_days,constructed_qc_pass,True,459,469
object_stratified,5,train,1,single,100_days_or_more,constructed_qc_fail,True,1,62
object_stratified,5,train,1,single,100_days_or_more,constructed_qc_pass,True,61,62
object_stratified,5,train,1,single,10_to_lt100_days,constructed_qc_fail,True,4,485
object_stratified,5,train,1,single,10_to_lt100_days,constructed_qc_pass,True,481,485
object_stratified,5,validation,0,multiple,0_to_lt10_days,constructed_qc_fail,True,1,7
object_stratified,5,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,6,7
object_stratified,5,validation,0,multiple,100_days_or_more,constructed_qc_fail,True,1,6
object_stratified,5,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,5,6
object_stratified,5,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,5,5
object_stratified,5,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,27,384
object_stratified,5,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,357,384
object_stratified,5,validation,0,single,100_days_or_more,constructed_qc_fail,True,1,59
object_stratified,5,validation,0,single,100_days_or_more,constructed_qc_pass,True,58,59
object_stratified,5,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,6,136
object_stratified,5,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,130,136
object_stratified,5,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,2,90
object_stratified,5,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,88,90
object_stratified,5,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,9,9
object_stratified,5,validation,1,multiple,10_to_lt100_days,constructed_qc_fail,True,1,95
object_stratified,5,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,94,95
object_stratified,5,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,95,95
object_stratified,5,validation,1,single,100_days_or_more,constructed_qc_pass,True,14,14
object_stratified,5,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,96,96
object_stratified,6,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,15,15
object_stratified,6,test,0,multiple,100_days_or_more,constructed_qc_fail,True,1,5
object_stratified,6,test,0,multiple,100_days_or_more,constructed_qc_pass,True,4,5
object_stratified,6,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,13,13
object_stratified,6,test,0,single,0_to_lt10_days,constructed_qc_fail,True,25,380
object_stratified,6,test,0,single,0_to_lt10_days,constructed_qc_pass,True,355,380
object_stratified,6,test,0,single,100_days_or_more,constructed_qc_fail,True,2,54
object_stratified,6,test,0,single,100_days_or_more,constructed_qc_pass,True,52,54
object_stratified,6,test,0,single,10_to_lt100_days,constructed_qc_fail,True,7,127
object_stratified,6,test,0,single,10_to_lt100_days,constructed_qc_pass,True,120,127
object_stratified,6,test,1,multiple,0_to_lt10_days,constructed_qc_fail,True,2,102
object_stratified,6,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,100,102
object_stratified,6,test,1,multiple,100_days_or_more,constructed_qc_pass,True,16,16
object_stratified,6,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,71,71
object_stratified,6,test,1,single,0_to_lt10_days,constructed_qc_fail,True,3,101
object_stratified,6,test,1,single,0_to_lt10_days,constructed_qc_pass,True,98,101
object_stratified,6,test,1,single,100_days_or_more,constructed_qc_pass,True,10,10
object_stratified,6,test,1,single,10_to_lt100_days,constructed_qc_fail,True,1,99
object_stratified,6,test,1,single,10_to_lt100_days,constructed_qc_pass,True,98,99
object_stratified,6,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,2,47
object_stratified,6,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,45,47
object_stratified,6,train,0,multiple,100_days_or_more,constructed_qc_pass,True,22,22
object_stratified,6,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,1,33
object_stratified,6,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,32,33
object_stratified,6,train,0,single,0_to_lt10_days,constructed_qc_fail,True,129,1797
object_stratified,6,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1668,1797
object_stratified,6,train,0,single,100_days_or_more,constructed_qc_fail,True,9,262
object_stratified,6,train,0,single,100_days_or_more,constructed_qc_pass,True,253,262
object_stratified,6,train,0,single,10_to_lt100_days,constructed_qc_fail,True,34,611
object_stratified,6,train,0,single,10_to_lt100_days,constructed_qc_pass,True,577,611
object_stratified,6,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,7,383
object_stratified,6,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,376,383
object_stratified,6,train,1,multiple,100_days_or_more,constructed_qc_pass,True,32,32
object_stratified,6,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,5,449
object_stratified,6,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,444,449
object_stratified,6,train,1,single,0_to_lt10_days,constructed_qc_fail,True,8,486
object_stratified,6,train,1,single,0_to_lt10_days,constructed_qc_pass,True,478,486
object_stratified,6,train,1,single,100_days_or_more,constructed_qc_fail,True,1,65
object_stratified,6,train,1,single,100_days_or_more,constructed_qc_pass,True,64,65
object_stratified,6,train,1,single,10_to_lt100_days,constructed_qc_fail,True,4,461
object_stratified,6,train,1,single,10_to_lt100_days,constructed_qc_pass,True,457,461
object_stratified,6,validation,0,multiple,0_to_lt10_days,constructed_qc_fail,True,2,10
object_stratified,6,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,8,10
object_stratified,6,validation,0,multiple,100_days_or_more,constructed_qc_fail,True,1,5
object_stratified,6,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,4,5
object_stratified,6,validation,0,multiple,10_to_lt100_days,constructed_qc_fail,True,1,9
object_stratified,6,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,8,9
object_stratified,6,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,25,369
object_stratified,6,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,344,369
object_stratified,6,validation,0,single,100_days_or_more,constructed_qc_fail,True,2,53
object_stratified,6,validation,0,single,100_days_or_more,constructed_qc_pass,True,51,53
object_stratified,6,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,6,151
object_stratified,6,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,145,151
object_stratified,6,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,3,75
object_stratified,6,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,72,75
