kepid,koi_count,fits_product_count,fits_bytes,fits_set_sha256,raw_purged,raw_retention_reason,processing_rebuild_verified_at_run,constructed_qc_fail,constructed_qc_pass,hard_preprocessing_failure,invalid_source_product,no_archive_product,other_technical_failure,retrieval_failure
4814502,1,13,5780160,5d7691d5e1078f8a16a7cf2708439228c85d7efceb0ddeed43b11914f6037221,True,,True,0,1,0,0,0,0,0
4815520,1,13,5780160,78d6e4d418b50aacd09c32ffb82b10ee0a39621097cbf0f5dd833a7ee3b29782,True,,False,0,1,0,0,0,0,0
4815612,1,2,1013760,d4a49dde3f817fca1a751f00b45f71c87a734ded45a3f8fbd67153ce4e70dfc2,True,,False,1,0,0,0,0,0,0
4824268,1,17,7439040,62f227686f7360acd0575319e52c2d92f698a33e9ebed93d654606c911656199,True,,False,0,1,0,0,0,0,0
4826110,1,17,7439040,0cc59bcbf134ef0c0ef7be35733ae1312c77a89219def09556f05bef0402425b,True,,False,0,1,0,0,0,0,0
4826439,1,17,7439040,14352f2c725871b546f459bf88c0e4e4a3519ffcc41db4adba97aaf1353d984d,True,,False,0,1,0,0,0,0,0
4827723,1,17,7439040,1afb985d11bf1225b9e05a95a7f39c5c04567dfa30890de64b99fed67744f6ee,True,,False,0,1,0,0,0,0,0
4828341,1,14,6312960,08577df7ba2a3d7799fac42615ae4ae2ee8aa22682ba27bd344616359b3cb613,True,,False,0,1,0,0,0,0,0
4829935,1,17,7439040,d062f413c243dd32770902a3c85b7defb2ba7e4b0bfa3ecbdd1a41ea7dccf817,True,,False,0,1,0,0,0,0,0
4831728,1,17,7439040,19e8a74926d7f15420f174e4ff4441174ef46c86cea04c4c34581106d85e83a8,True,,False,0,1,0,0,0,0,0
4832175,1,14,6312960,b84a3ababda23ad96711a8a69f5a3ee013beb46cf746ac189511b30992173a49,True,,True,0,1,0,0,0,0,0
4832197,1,17,7439040,37c4a446d93c9f39339a3d7a9c85fc1cffd20ddb0f3e4d7ac577218f42c8f84b,True,,False,0,1,0,0,0,0,0
4832225,1,17,7439040,513ca7c64bde627693fa74183772cbeb35baf778b43bbe9ed5acce26ce30b4fb,True,,False,0,1,0,0,0,0,0
4832837,1,17,7439040,f2899b185753f241bbe63108f0d98c39b2e4cdb5146b1c7d3a4b4378e7e225f9,True,,False,0,1,0,0,0,0,0
4833421,5,17,7439040,262458ded433e8d03dea47448e7773ec011df2b40e6d38aa7e131b9ee20b9b6d,True,,False,0,5,0,0,0,0,0
4839180,1,14,5976000,85fca48e385df332170e4368fe016427e5ae7aeb7b90962afc71b7464448a99a,True,,False,0,1,0,0,0,0,0
4840156,1,14,5976000,427e42834e28414c9ef6ad51309447610b7b96213d919bedebbc5c6374c2cfef,True,,False,0,1,0,0,0,0,0
4840263,1,14,5976000,f580e57df2a561a28c4f032f518d309f89f2d4b64031bbda2e353d67411cb16c,True,,False,0,1,0,0,0,0,0
4840327,1,14,5976000,0c1e2e5868e65e4389c5846c0f16d070ffbbe9cc873efde5aa14a7b1281c6b4d,True,,False,0,1,0,0,0,0,0
4840818,1,14,5976000,6a6a253a2ccfa8836efbc5d447cb403fb99fce28f898b7592aeee583238fd0e5,True,,False,0,1,0,0,0,0,0
4841374,1,14,5976000,fffd259cf1cc1a12732670ec61a88784bbee8c1aab2dd28bb6e34d9b22906d2f,True,,True,0,1,0,0,0,0,0
4843592,1,14,5976000,456da8f9407993cbfa4b4bf89b5fd521f4cee0fa165a8c55247f3a59a140ce44,True,,False,0,1,0,0,0,0,0
4844004,1,14,5976000,b7d01e037bfe50ac62ebd72b52cc66369e085b1220380949b027c7c811366744,True,,False,0,1,0,0,0,0,0
4845862,1,14,5976000,0572dcd7503047d16bde710fd2a4bcaef317314f11e36014ec8c1c21c31f572b,True,,False,0,1,0,0,0,0,0
4847534,1,14,5976000,e09f6e44afd97479744ec006f8114adc87332c94747f232c876ca472319b8dbf,True,,False,0,1,0,0,0,0,0
4847782,1,14,5976000,5d35c3365e2b050f0657b4e5b46447e0816e75e7f00e4184209cb9a4e00f5822,True,,False,0,1,0,0,0,0,0
4847801,1,14,5976000,4d8c83727c65ebcc102b70c7c05be9cf81be4b0d7f9cbf30155a9aa40667ba13,True,,False,0,1,0,0,0,0,0
4847832,1,14,5976000,8d1910cc95082c31e247be358a0122e858b6257b7cb2f77fe73b198ea34fbf89,True,,False,0,1,0,0,0,0,0
4847843,1,14,5976000,53f0d8033442be754cd71f0d4c939e9fc2126dc777f5b0953eb9fab7b0d5ab69,True,,False,0,1,0,0,0,0,0
4848115,1,14,5976000,2d2b3b7ff314e3c5d0df0995457f02108c25ef0dfc82a9fe93f00c1e08ea0c64,True,,False,0,1,0,0,0,0,0
4848321,1,14,5976000,39981e635b070c267e149a55000cebe08d7fc55c462d90314d46169ec9fadfcb,True,,True,0,1,0,0,0,0,0
4848423,1,6,2721600,3a5cd160f2207abe287100a5bb1ccb564669c94b0783d347d53ab78252ba8419,True,,False,1,0,0,0,0,0,0
4848424,1,14,5976000,82199579712f41d486dd0104debf20aace85e3d9f45a0056dbc9de788d6954f6,True,,False,0,1,0,0,0,0,0
4850961,1,14,5976000,ade2b098c326c413da743fc5d0d74165ddbaf786f341a3b7c3ea468844efd8a0,True,,False,0,1,0,0,0,0,0
4851145,1,14,5976000,23d2058b966aac84dd1fa846f7b61513fa02f1518424abf77b27f7cad11db963,True,,False,0,1,0,0,0,0,0
4851217,1,14,5976000,b3fc91c2a76e871b240f7a9727f51743871f90538cb344a474657d0f3f3759db,True,,False,0,1,0,0,0,0,0
4851239,1,14,5976000,ec973a913e824fe4ea0c4bbed40192bae7e0e9321eebe3adafd7d76e3600d81a,True,,False,0,1,0,0,0,0,0
4851283,1,6,2557440,602a512639fa5eea0b32c0e44fe55a15e43a6188fc7759b8f430f6ccc9525846,True,,False,1,0,0,0,0,0,0
4851338,1,14,5976000,c45d85e440ef94f635dc517252743166ba17652feaf409d2e6eff5387382b623,True,,False,0,1,0,0,0,0,0
4851356,1,14,5976000,2aca4c445fa13cf2a10c2ab17d3a5408c897bcea7beb99fb83048b5ef219b6fa,True,,False,0,1,0,0,0,0,0
4851464,1,11,4849920,ffac3de5aa756c85802e1300fb74b517e42cc8adf92fc785fa527415e40229fd,True,,True,0,1,0,0,0,0,0
4851530,1,11,4849920,dd38761d724c6c9a5246d5e9e44a06b1c43933d730c851fa9593832de01f692b,True,,False,0,1,0,0,0,0,0
4852297,1,14,5976000,72836c8239112a18a97e2a3943defe870d4c2e694251145a18f0728c7c1bb0f7,True,,False,0,1,0,0,0,0,0
4852528,5,14,5976000,592dcd959c37c62573b98e3a14c599f2a4270cbe15ac0c9b2687847790474b75,True,,False,0,5,0,0,0,0,0
4857058,2,17,7439040,57cd3a51e824f513590a1284e7d3d5d9ca2a68dd57a9c21f8c503bfe3a32f2ef,True,,False,0,2,0,0,0,0,0
4857213,1,17,7439040,32beac4331eb11e318e36fdfb064d93d6058d54c47373cd6b550f1244e2f2bba,True,,False,0,1,0,0,0,0,0
4858610,1,17,7439040,28cfb5060e4deb75f8ed0933b0e1beb9067a2d84205f43605e6d02cada079953,True,,False,0,1,0,0,0,0,0
4860678,1,17,7439040,25e108e4c435b043295f06b3756373406dcb5bc4bd8d9a6e11192c6b3b815ef2,True,,False,0,1,0,0,0,0,0
4860932,1,17,7439040,922f2d8849d6e3b30258a580992b8140997ab3f577e492b63ca7cc30f4188023,True,,False,0,1,0,0,0,0,0
4861527,1,17,7439040,89505917158db98d4e9fc9029e3c2776969346ff314f167967f41c99778eec13,True,,False,0,1,0,0,0,0,0
4861736,1,17,7439040,2f9f8a57640209fb8936b5c27b8a489db1102736364310214c21d68048dad2a3,True,,True,0,1,0,0,0,0,0
4861784,1,14,6312960,145ba1f6b43608a0e3d5b972aec22a05148620b312ec19c1aa576c2a77325060,True,,False,0,1,0,0,0,0,0
4861791,1,14,6312960,ac49f52f2e44d161860397c3c44e99bdb9be586d3749fc63ee94c497c18efeed,True,,False,0,1,0,0,0,0,0
4862332,1,6,2589120,cbf27de241b4fc974353b370f5bb09ffa51f9caebc9914549f8c5402a234e211,True,,False,1,0,0,0,0,0,0
4862625,2,17,7439040,2faf154726cfc4913ea9505ec3f51254d4336e208340ed27030a4e2f545d116a,True,,False,0,2,0,0,0,0,0
4863260,1,17,7439040,ba5aa22fc78b47a72e276b52d3ca0cfb1694238ed8d244e903db2fc230ad9932,True,,False,0,1,0,0,0,0,0
4863369,1,17,7439040,a799829e44ebbbd29a70e4934bc936f8356fd82f5313f87718b7e62d4d247be9,True,,False,0,1,0,0,0,0,0
4863753,1,17,7439040,33edd9942c5a3571c47773aa8bdd58c32d0187778d4b639d6f37428e2d70bfe4,True,,False,0,1,0,0,0,0,0
4864734,1,4,1946880,ccddb67ffba8aa1acab2d796e0e7254a184ba908b9aca2b74d02eea4d8d8cc49,True,,False,1,0,0,0,0,0,0
4902030,1,13,5780160,58b0433fc4813b79e3c2fa1a34694987e1d97ec18d460f1500cebc162c72ba94,True,,False,0,1,0,0,0,0,0
4902202,1,13,5780160,141b4c5a652e6facaf6d90ebf83a7626c4ed9edf0ad063a8596ace07d6339306,True,,True,0,1,0,0,0,0,0
4908495,1,17,7439040,594008a3bd2de49ea33eeff571744c85316614afb0348cab8150943da22e0bda,True,,False,0,1,0,0,0,0,0
4909707,1,17,7439040,63ddebed9d6f32600177682d9d31c463d8f3037c6b8a138123b14d8cb20d0de9,True,,False,1,0,0,0,0,0,0
4912589,1,17,7439040,99ea99723b215d6c586b066bb14d1079be9c6eb5237af2b80da4ed998b4da255,True,,False,0,1,0,0,0,0,0
4912991,1,17,7439040,d221f24c5ace355c54d4f8f19bc597e1232fc17c35624135617205a668478cb7,True,,False,0,1,0,0,0,0,0
4913000,1,17,7439040,e78ac2b8811eea5301644a77a12d35d958b82dc53c21f599f0a4e5ecf3839cd7,True,,False,0,1,0,0,0,0,0
4913852,1,17,7439040,d3bbdb361deea2c5591dcb7171ca8ab0ce8848271524d18b16933a91f4676d48,True,,False,0,1,0,0,0,0,0
4914399,1,2,1013760,e8c1c2551fef9dbf64d5a07781138fa2c6ab60eaa2ed926ce4c4b6eba083765f,True,,False,1,0,0,0,0,0,0
4914423,2,17,7439040,d9722108705eeac0e93b1f482f60c9cbaf364007117bbf539ff66955f162edfe,True,,False,0,2,0,0,0,0,0
4914566,1,17,7439040,f140e074c8010ece211872609cfc851564a7d935ba52ee9ab7f53142680d2368,True,,False,0,1,0,0,0,0,0
4914709,1,17,7439040,adfd02be8f9d9d24caee78f432d89de3d176e823e13581325ff36c87a46fc46e,True,,True,0,1,0,0,0,0,0
4914737,1,17,7439040,e9759d5acccfc5cb2b9e249d5f515f7421f480c03a833f752f18503eac3c915d,True,,False,0,1,0,0,0,0,0
4915638,1,16,7246080,b53892c8f0032ae0061bb94c3071e170db179c3e0917caac870715ea0c56bb22,True,,False,0,1,0,0,0,0,0
4917014,1,17,7439040,8bd8adee66d9003e4231844cd0d47000770e2bfbf751515b6c4a35778face603,True,,False,0,1,0,0,0,0,0
4917596,1,17,7439040,aca48bd7e807ea3013ffdd38389c5ce1dc8994f646d9cba9363f16017ce7544d,True,,False,0,1,0,0,0,0,0
4927315,1,14,5976000,bd33fc832442c8ff27fb904a11727d91c62b32f1b339154752a8cf2bea1d428d,True,,False,0,1,0,0,0,0,0
4927734,1,14,5976000,58da1fd64d86c13329864e5c71db83e380e1f977619d2952ce0042b029352711,True,,False,0,1,0,0,0,0,0
4928119,1,11,4849920,1da595db479b2ead3e8783d3430cd40e670514f14de10183c63a329bb21952bb,True,,False,0,1,0,0,0,0,0
4929299,1,11,4849920,637930bdca77d1e9490faabcd80b87647147c2a6068c0f4db761359fa6eeb2f9,True,,False,0,1,0,0,0,0,0
4931073,1,14,5976000,5bce5a8239365ed90ac6c59e547d4242ea387f82aad0ade3b482e07b356cc64b,True,,False,0,1,0,0,0,0,0
4932348,1,14,5976000,722797c498b42541e012487e96f0718ef3e048654909122db16f3e3ffe1f09b4,True,,True,0,1,0,0,0,0,0
4932442,1,14,5976000,0e8ab4cf005f343e08794b7700d04d243c2428a09f5151a94c0152ff066a79dd,True,,False,0,1,0,0,0,0,0
4932689,1,11,4849920,185665678f87b667b22994ce1f20866ef05db16de1be267e10f6889852c74191,True,,False,0,1,0,0,0,0,0
4932691,1,14,5976000,1c95891296eab505323adfa50b1a58a46fe79a0409cf46343fecf807e25ba5d4,True,,False,0,1,0,0,0,0,0
4933476,1,14,5976000,ad06397e9d23510b31794e9ae9715ffdf203b165c78247407e5bd6fe6ca0ff61,True,,False,0,1,0,0,0,0,0
4935914,1,3,1330560,8890afd3b357510f64ffac5a071919ba065476f61a7fad6e6c83f6206b2d2511,True,,False,1,0,0,0,0,0,0
4936180,1,14,5976000,2fde49f1d792bb17771cf9bae95596e9adfa877534368c74d4af0ff79d0133df,True,,False,0,1,0,0,0,0,0
4936990,1,11,4849920,2c6c2fb0a44d2361683b527b7dae6a244324ca413344287f4d30f90cdddbf02d,True,,False,0,1,0,0,0,0,0
4937143,1,3,1330560,4d12a7eb202774e17a98658c47720363588e573e239349f1aff581d833b7a009,True,,False,1,0,0,0,0,0,0
4939346,2,13,5783040,34728904d6af4166b8de5167e37314062de44950f489390cda4a9114016da5f5,True,,False,0,2,0,0,0,0,0
4940201,1,14,5976000,66841eda54222421e9fb8ef88c65b0d56ba475d380f2e570fffa17bc379ccb22,True,,True,0,1,0,0,0,0,0
4940438,1,12,5313600,cc124c185edac80cb55b8d68a354b0b7bfd53f29c0cd046da466b7149e3b3709,True,,False,0,1,0,0,0,0,0
4945035,1,17,7439040,57097e81a5b932cad2e7604c6676fa5f5681bcde9dfede1717d22bf45ea37885,True,,False,0,1,0,0,0,0,0
4946049,1,17,7439040,2390acbb1584985caaa74f313674878a8c76c9759bf87d49257aca220830ccd1,True,,False,0,1,0,0,0,0,0
4946581,1,17,7439040,daa8fad08b76e2208ccba01d455844f0831a41c0290cdd3b27d0339013485e9f,True,,False,0,1,0,0,0,0,0
4946584,1,17,7439040,a7c39c3cd126f2a3319addaf0e72ac4d3b36fe532a59a2907bd47cb039486947,True,,False,0,1,0,0,0,0,0
4946680,1,17,7439040,df74d2e53afbffc04c2f5953370e912d84d29aa92ae57d4cd3145e28a81fd51f,True,,False,0,1,0,0,0,0,0
4947556,2,17,7439040,3273c3db44b9d4181e069b9cbfb86b568acdadef6cbc760242e7dff88da4fd3e,True,,False,0,2,0,0,0,0,0
4947726,1,17,7439040,04e70dbce0518a2762a0595b827f88b6bb60a96c3f72fdb8122a42f23d719304,True,,False,0,1,0,0,0,0,0
4948730,1,17,7439040,975fc0f42b8d8d5734c7b51fde4dfa1592aad75c0331fba12b5fb55b4b757809,True,,False,0,1,0,0,0,0,0
4948863,1,17,7439040,a5603f6190713d396392e0ea6c4064bd06bf31bfd144c856e3429e9c82b72ffa,True,,True,0,1,0,0,0,0,0
4949214,1,17,7439040,9170348734b75642bdc394b19bd6d5ed7f62e5e60baebbae0e67c8b8aef3bfbe,True,,False,0,1,0,0,0,0,0
4949524,1,17,7439040,3dd3496a01d3e538faa5d504ef6b1835564df7af55e2e990801edde45210a545,True,,False,1,0,0,0,0,0,0
4949751,1,17,7439040,a00aa9dca171cf8e12a31ee0d3e2b83570435057eab06c78372a1c68d575e97e,True,,False,0,1,0,0,0,0,0
4950232,1,14,6312960,6f4b61654a13076bb10992c7db588f53c161709ef2d080258a0c98dfbe7de719,True,,False,0,1,0,0,0,0,0
4950557,1,17,7439040,0316206b4a4b71b9601723258a42d8ff8501186f75b745c311e3838a0e01f95b,True,,False,0,1,0,0,0,0,0
4951249,1,17,7439040,d3dafe1de4543b30bc8794abd18710e53d688e70c9a7fb0d25fd8afbe54d7a30,True,,False,0,1,0,0,0,0,0
4952341,1,17,7439040,bbf63cc57edb0c9cb6bb72d83df610e676e43e4650ad94dfd402f7fe3253db32,True,,False,0,1,0,0,0,0,0
4953173,1,17,7439040,c106ff1906b9eeee2a3f21f92e6c495f93eaded82153e598c87fa04a90650fd0,True,,False,0,1,0,0,0,0,0
4953262,1,17,7439040,f8b9d7965fe26cf344e744d37ba00e16c59111df01328828fc4d01f54d90747e,True,,False,0,1,0,0,0,0,0
4989057,1,13,5780160,148b9ab86e297b9be33f411d9816f11d95a9333e2eff5b604b28a746b2c150f2,True,,True,0,1,0,0,0,0,0
4990977,1,13,5780160,071af6661e1158e20efda4dc14cf3b5c2934253aa5f37b368527fbee765d190c,True,,False,0,1,0,0,0,0,0
4991208,1,13,5780160,26f8bdc9325f1e17cea6082211fdce8bb9200cec86b34858758dd8cce80e0130,True,,False,0,1,0,0,0,0,0
4996558,1,16,7246080,625180b178c4c425f2f030767a125aef03b7fdef5b2ad7b6f6bffdf142d7aa07,True,,False,0,1,0,0,0,0,0
5000179,1,17,7439040,3f2873676fa6fd34d45252e8d0b80d5ddd801f8fbf32d7436b384ae9eb21fe22,True,,False,0,1,0,0,0,0,0
5003117,1,17,7439040,c8f419106fa96a3069168986b99d035764a7fd5b6e0dcc21d930720e4d6257bf,True,,False,0,1,0,0,0,0,0
5003670,1,17,7439040,0d264e78c631e8417b177a67a1e29080505dd38472ca082e42feab0a4e9f4d2c,True,,False,0,1,0,0,0,0,0
5004909,1,17,7439040,106723d155acaafff2d35e651982d6e5a6697731d65090e8f9cabeccf605a9e0,True,,False,0,1,0,0,0,0,0
5005121,1,17,7439040,3c8db56425ef128c4850691931742fcae8e5a64c335dbf8b492f17395e6ac062,True,,False,0,1,0,0,0,0,0
5006817,1,17,7439040,f01ebbc30bb59410806361724fc87f3c121dd775bf1f00a6e8ad5f40c842d169,True,,False,0,1,0,0,0,0,0
5007345,1,17,7439040,49213198aabcbc532496422c5363ea5034e314d16ce3733302bf94e10dfb37f7,True,,True,0,1,0,0,0,0,0
5008501,1,17,7439040,b00fd5d1681c8368896d821c9581e459f3ca6e72905ae28dd878978beaeec4bc,True,,False,0,1,0,0,0,0,0
5009189,1,17,7439040,5f57eac5147f6006330d94d25f91e02fccb6f893d5396fdb52fb1d8eadde8077,True,,False,0,1,0,0,0,0,0
5009688,1,17,7439040,9c82f649aa060180f7278c2908d4f4507f110d715b3912c8240d2f233fccb650,True,,False,0,1,0,0,0,0,0
5009743,1,17,7439040,fe2066e35ffc5df644a0b6df5bf6763f9ac2fa5af7ebe505481bb8c999b3b537,True,,False,0,1,0,0,0,0,0
5014753,1,14,5976000,7f8022bff51fec0092160899f886ad17a33ae2cb35a228f86384d18e0f0a293c,True,,False,0,1,0,0,0,0,0
5014903,1,13,5783040,e8830091a31f5e4574439ea01affcc2bab2e8eabafb814a235cd02d99f80ff3a,True,,False,0,1,0,0,0,0,0
5015459,1,14,5976000,070bdf66825c102ba5993c2f8ab22e5d74a9164bcb3778403b5311326f5b990b,True,,False,0,1,0,0,0,0,0
5015913,1,14,5976000,d2707c4404a33ba9c37711e2c58ad5b7369e577a382cacd4b36d94d886155f55,True,,False,0,1,0,0,0,0,0
5016163,1,14,5976000,444ab67c85cec5fd8534e9d23fd8bbed25df5c158041432cab0edda974c6d6aa,True,,False,0,1,0,0,0,0,0
5017058,1,14,5976000,20f8c9f7e310c0b1e5b38295a1bbe2702dd1b709ab5dd74fd088c46d4632a195,True,,True,0,1,0,0,0,0,0
5018787,1,14,5976000,3c474e7549a9f6519e6bd55a1974c1dee9fd13cc80aa062ace17f7477a1c8a6c,True,,False,0,1,0,0,0,0,0
5020034,1,8,3421440,e825cdd05b40aa38fe81e8db879cca9d6aa86558845a8d738961707f7e86cb74,True,,False,0,1,0,0,0,0,0
5020044,1,14,5976000,848f67f8f1d84bcdb2c239f0cceb60b11990682c56a8fe991a76c39013457f7b,True,,False,0,1,0,0,0,0,0
5020319,1,14,5976000,484b8727432cdf4d1d5b7c38ddac132f12ffbc11a170e17745ee91a0a9803bac,True,,False,0,1,0,0,0,0,0
5021174,1,6,2557440,d9b4adc01467e677a1fe3d6f8a04cd8b1bb2a8f8961c18425f7a606adb2c591c,True,,False,1,0,0,0,0,0,0
5021176,1,14,5976000,a9a37a9a01fa443e61f19f5283d309a5212ae77f095d5048ec76866116142f95,True,,False,0,1,0,0,0,0,0
5021732,1,14,5976000,73a7802b0ad6887f8dc4a249db11438794ab860fd1f62f73857c6d223f824a02,True,,False,0,1,0,0,0,0,0
5021737,1,14,5976000,129998bb8c1855e608788b9aa6a8db82825f93dfae03628a223274cea9394136,True,,False,0,1,0,0,0,0,0
5021899,1,12,5313600,6de467ae93c49db47626f32b22cfa9cc35f80c0f225eba64eb04ad138cf86539,True,,False,0,1,0,0,0,0,0
5022440,1,14,5976000,0ac9894df8ece088022df56be9784aa081726a71194bfe67438f35b348a1f84d,True,,True,0,1,0,0,0,0,0
5022828,1,14,5976000,f34f2a0f7a7f4965fbf5c2886ee8e962a3e6eb7f28d2d53f01cf4fad7b373d4c,True,,False,0,1,0,0,0,0,0
5022900,1,11,4849920,98b4be59cb4e6126f016c069c0fdf2c6c596793448263e7f85edb71529d34e70,True,,False,0,1,0,0,0,0,0
5023948,1,9,3888000,ae3734ff76d6a3c05eab7b9bea48e84c42e03cbe24d30b56c13d69f3777e4644,True,,False,0,1,0,0,0,0,0
5023956,1,14,5976000,a8651a1577a0a0d04199110c65e1197b6a70ccd642dd63d4c42de859b7a2a5cd,True,,False,0,1,0,0,0,0,0
5024126,1,11,4849920,4d88727f9d10d8d5acb840498008f916779169bcb1378f21375a5403a6d1a583,True,,False,0,1,0,0,0,0,0
5024138,1,14,5976000,66584ca57a4993b1bbd5e091d8e7758c6641e64b614538014d8460253bd62d68,True,,False,0,1,0,0,0,0,0
5024177,1,14,5976000,2e75acd84f990e9e5c48c081833c3ee00fa5ea20dda4a38df3a2ca4d92f5fae7,True,,False,0,1,0,0,0,0,0
5024292,1,4,1765440,9bf5b9eb30c688fb7db840447fadd9de94e1b15db6b8e7a362766fb45bc030df,True,,False,1,0,0,0,0,0,0
5024414,1,14,5976000,3393ebb51dfcae2d7adfc36b5508019e3fe72ec8af860dfc60fe6642c954f2e3,True,,False,0,1,0,0,0,0,0
5024429,1,11,4849920,7e7ccff18ba1dc91a5b47edeb720201f7dd1ef85c98827dd429c8fff78e05050,True,,True,0,1,0,0,0,0,0
5024450,1,11,4849920,4b48fae1d896bfc597634ae0073691547d893f2f866aefdc42961bc0fd743ec4,True,,False,0,1,0,0,0,0,0
5024482,1,14,5976000,d1f2bb4cd5bd7c7b6edc4fb5fe4c350117d52e24dd9931eaf95eb65dea5b21b8,True,,False,0,1,0,0,0,0,0
5025217,1,14,5976000,d9dea7d1cab34ed41356ce3c1af2ff50a016cb8ad1aa72eb08119a685f4e204c,True,,False,0,1,0,0,0,0,0
5025294,1,14,5976000,d2cf033582139dafff479ae0f55056111237b9e9cdb85ce2ecae9db0eec797b4,True,,False,0,1,0,0,0,0,0
5026023,1,14,5976000,e36599c8395d6f5679bca9953d0814b4e60ac51b6a3169d440f0caa63d49d36a,True,,False,0,1,0,0,0,0,0
5026187,1,14,5976000,98ce5f013fa602a73b5f3368185cf789c6273a2f8d3d54fbfbf53a37b2082e53,True,,False,0,1,0,0,0,0,0
5026326,1,11,4849920,b67bbc9a2d720bf8a808bfb3d6caf462953fef3999b829f4b94452701c76b08d,True,,False,0,1,0,0,0,0,0
5031857,1,17,7439040,439836726a877214c09f4d54fb9b69286235d23986348cf8526d505fc8e7a89e,True,,False,0,1,0,0,0,0,0
5031882,1,17,7439040,cbcac4ac5361e938cacac4932f4cc80a9c9478d77b9469079a801527e101a2a8,True,,False,0,1,0,0,0,0,0
5034333,1,17,7439040,cd01ce7a3d84e47493fe07ef3f67c4a1026b63e8ca40ca52e73a53bf4b71d9e1,True,,True,0,1,0,0,0,0,0
5035972,1,17,7439040,aeafbc1a7463818130752ec8cbf8c2fdef4224b1dbfbed3575c567daaad02d52,True,,False,0,1,0,0,0,0,0
5036480,1,17,7439040,9f067a4014e70fe479e4dac1ac64602910bb8ac163ab4655bce05ac35943bef9,True,,False,0,1,0,0,0,0,0
5036516,1,1,506880,e280b5885f5f99222e0c82061a374cc44633288c0936a39ac814f5db4e55e0d4,True,,False,1,0,0,0,0,0,0
5036530,1,17,7439040,775f747a79c46a9a975b67af92fbfea5aa5bef09170fdee6428bee895bcbf1f2,True,,False,0,1,0,0,0,0,0
5036537,1,14,6312960,6b6000ea79c72c1e2e154a92db055ca16299e98fa598cc8a0150eabffe76d100,True,,False,0,1,0,0,0,0,0
5036538,1,17,7439040,4cf7d8263186e38db0708f100575ef008db2cc49a47ccc64a0d026e358fd6687,True,,False,0,1,0,0,0,0,0
5036705,1,17,7439040,43a4277e5c990ace1d44af0953849ddd4371203e8db23ef94e23abdc519ee520,True,,False,0,1,0,0,0,0,0
5036966,1,2,1013760,cf284c48cc60bb06eaadd9583cd8e56a6efe67983155be72471320d79577e2fd,True,,False,1,0,0,0,0,0,0
5039053,1,17,7439040,b2861d2cdb3e2051bd385dee15bd45dd2926a93b99f33b49e1163eef563f8d59,True,,False,0,1,0,0,0,0,0
5039129,1,17,7439040,bc3838243030507ca7622a600ddc2f69ebd2dc8072781a24f171eb9e89b8a4a9,True,,True,0,1,0,0,0,0,0
5039441,1,17,7439040,bb177c575e42e7dbaa2afa0ae36e1edc4d1da67d599562f2011f980430b213a0,True,,False,0,1,0,0,0,0,0
5040223,1,17,7439040,98296eb5152787a619b37ca8f38b1ee66aaab60a9d0177b1194495af000205ea,True,,False,0,1,0,0,0,0,0
5041569,1,14,6312960,9125f3e644fa0f0c09c62ffd0d1a613d3360d26ef232dd56d8f596b4bb40b050,True,,False,0,1,0,0,0,0,0
5041847,1,17,7439040,31b540a2e2792047254b535e59febe0cd94b250bc56fadfc1e5fd76e123e329a,True,,False,0,1,0,0,0,0,0
5042210,1,17,7439040,dda3f885dd70ceed3633fa7bbcb213b29c1362631eccef70850c7dda2d792d19,True,,False,0,1,0,0,0,0,0
5042785,1,17,7439040,bf24bb4a2c1f67e9458fbf106e0f61185ace69776b2907611968f7695dcb8ae2,True,,False,0,1,0,0,0,0,0
5077629,1,13,5780160,b1dd84454c4f160d421536eecd55cdbb27db84fa28d3aab821e13ac103366a24,True,,False,0,1,0,0,0,0,0
5078025,2,13,5780160,35ee59c85694a311866dfb0ba988032312668f554a0b3e9cbccd2255c8cf084d,True,,False,0,2,0,0,0,0,0
5078879,1,13,5780160,dc61e28ac2bbe9a3ca195f9981edc3cc6db7f79ec83ffb4304b7d709c951b457,True,,False,0,1,0,0,0,0,0
5078939,1,12,5587200,19334e48a37f76137ecf4b15ab7b151b92d6899cf6a15e1d0ec52371807f179e,True,,True,0,1,0,0,0,0,0
5080346,1,13,5780160,dd6699c8c771cc775df7d5fb859badeeac044198998970aeeebbd84fa9a8dd7c,True,,False,0,1,0,0,0,0,0
5080636,1,13,5780160,7d5537767fa6e69dd2df2d4edc2ac38446dec96b5cbd62645884b63a6fe0a395,True,,False,0,1,0,0,0,0,0
5080652,1,13,5780160,4fda0b57b1b1b76217f4e4e56f40e372ce38aff7ec4fadd2d216b3f5673f9c8f,True,,False,0,1,0,0,0,0,0
5083252,1,17,7439040,3f8d11c7bc33700aea85910037dbd015c81f1ecf9d9f78a3a4a17ae4fa320c61,True,,False,0,1,0,0,0,0,0
5084171,1,16,7246080,29850a0c0d2904a4a63f72ad2f3ed100af529deac1aa930f38481db8d7ec8b1d,True,,False,0,1,0,0,0,0,0
5084942,1,17,7439040,d5b41c2ba1eabd2984ff68eabc1be248c3078118cd764742a327516af8875e63,True,,False,0,1,0,0,0,0,0
5088400,1,14,6312960,6bce7748aa0bad21ee4daea4ae0d90e8ac5328e4a6663bf34dd50654e9db0586,True,,False,0,1,0,0,0,0,0
