strategy,repeat_id,seed,partition,rows,target_fraction,row_fraction,row_fraction_deviation,negative_count,positive_count,positive_prevalence,prevalence_deviation,hosts,single_koi_hosts,multi_koi_hosts,multi_koi_rows,mixed_label_hosts,koi_period_count,koi_period_missing,koi_period_minimum,koi_period_p10,koi_period_median,koi_period_p90,koi_period_maximum,koi_period_standardized_median_difference,koi_period_ks_statistic,koi_duration_count,koi_duration_missing,koi_duration_minimum,koi_duration_p10,koi_duration_median,koi_duration_p90,koi_duration_maximum,koi_duration_standardized_median_difference,koi_duration_ks_statistic,koi_model_snr_count,koi_model_snr_missing,koi_model_snr_minimum,koi_model_snr_p10,koi_model_snr_median,koi_model_snr_p90,koi_model_snr_maximum,koi_model_snr_standardized_median_difference,koi_model_snr_ks_statistic
object_stratified,0,1729,train,4648,0.7,0.70031640801567,0.000316408015669789,2772,1876,0.403614457831325,0.000721584545202103,4192,3660,532,988,34,4648,0,0.328686504,0.933768948,7.047133981,74.9449684557,1064.2680956,4.29698076155584e-05,0.00565445449116036,4648,0,0.1046,1.689,3.7882,10.0659,138.54,-0.00123449674669045,0.00380157708688345,4608,40,0,11.6,35.3,970.550000000002,8755.2,0.000437665740459637,0.00669221772764104
object_stratified,0,1729,validation,996,0.15,0.150067801717644,6.78017176435064e-05,597,399,0.400602409638554,-0.00229046364756902,970,794,176,202,17,996,0,0.364860478,0.8905352295,7.2297413265,88.45949429,809.0141881,0.00224844634069156,0.0172056313244541,996,0,0.627,1.708,3.6675,10.375,86.05,-0.0191867566654295,0.0241054620773285,988,8,1.5,11.2,33.7,942.830000000003,9054.7,-0.00131299722137891,0.0245523000404735
object_stratified,0,1729,test,993,0.15,0.149615790266687,-0.00038420973331324,594,399,0.401812688821752,-0.00108018446437097,974,788,186,205,12,993,0,0.299697755,0.9234667192,6.80257947,73.73704608,552.8295063,-0.00291068593712762,0.0239066868713813,993,0,0.3969,1.70024,3.952,10.4906,48.69,0.0231282221819712,0.0300768935357507,986,7,4.8,11.2,34.15,1170.4,8168.6,-0.000820623263361814,0.0158305613132626
object_stratified,1,2718,train,4648,0.7,0.70031640801567,0.000316408015669789,2772,1876,0.403614457831325,0.000721584545202103,4195,3673,522,975,29,4648,0,0.299697755,0.9337469279,6.981186855,73.7525598,1064.2680956,-0.000753519722521153,0.00639334928555998,4648,0,0.2961,1.66907,3.77658,10.06962,138.54,-0.00296279219205701,0.0078201806126765,4609,39,0,11.6,34.9,1021.48,9054.7,0,0.00552233587872116
object_stratified,1,2718,validation,996,0.15,0.150067801717644,6.78017176435064e-05,597,399,0.400602409638554,-0.00229046364756902,968,791,177,205,11,996,0,0.366197145,0.93374165,7.529975131,88.76925681,655.25732,0.00587457982643834,0.029831545558458,996,0,0.4279,1.7477,3.9172,10.66505,66.892,0.0179522599187391,0.0306631074546793,990,6,1.4,11.2,36.85,812.75,8577.4,0.00213362048474073,0.020448790549064
object_stratified,1,2718,test,993,0.15,0.149615790266687,-0.00038420973331324,594,399,0.401812688821752,-0.00108018446437097,968,778,190,215,17,993,0,0.379412331,0.9332675616,6.87366398,83.1846007994001,614.39054,-0.00205214862998405,0.021803824602563,993,0,0.1046,1.75548,3.7535,9.646408,88.1118,-0.00639558555514319,0.016852030812038,983,10,1.7,11.52,33.7,1167.98000000001,8168.6,-0.00131299722137891,0.0285333810605267
object_stratified,2,3141,train,4648,0.7,0.70031640801567,0.000316408015669789,2772,1876,0.403614457831325,0.000721584545202103,4192,3676,516,972,33,4648,0,0.299697755,0.9362610133,6.9943400975,71.9107626541002,809.0141881,-0.000594658820249239,0.00722774219631923,4648,0,0.1046,1.68146,3.74,9.8779,117.52,-0.0084035019503625,0.0118560295552731,4611,37,0,11.4,34.1,1002.8,8755.2,-0.000875331480919274,0.0095374562078277
object_stratified,2,3141,validation,996,0.15,0.150067801717644,6.78017176435064e-05,597,399,0.400602409638554,-0.00229046364756902,964,783,181,213,11,996,0,0.366197145,0.8449418545,6.4412522215,87.19156808,1064.2680956,-0.00727468764333321,0.0212900721463525,996,0,0.4931,1.68929,3.818265,10.52255,73.8068,0.00323720743273704,0.0156591410088145,987,9,1.7,11.5,34.5,1005.52,8248.4,-0.000437665740459637,0.02075292383483
object_stratified,2,3141,test,993,0.15,0.149615790266687,-0.00038420973331324,594,399,0.401812688821752,-0.00108018446437097,967,783,184,210,16,993,0,0.328686504,0.933713495,7.73590441,82.2706531994,595.78152,0.0083617316497354,0.0289513410204109,993,0,0.4053,1.74436,4.014,10.62868,138.54,0.032349764145201,0.0437272145033314,984,9,2.6,11.73,38.1,987.200000000001,9054.7,0.00350132592367711,0.0408542143762367
object_stratified,3,4099,train,4648,0.7,0.70031640801567,0.000316408015669789,2772,1876,0.403614457831325,0.000721584545202103,4179,3656,523,992,34,4648,0,0.306937807,0.93375787,7.05895113,76.79983572,1064.2680956,0.000185693774912722,0.0058459045506376,4648,0,0.1046,1.686596,3.7979,10.146,117.52,0.000208228366911681,0.00656888299231062,4618,30,0,11.5,35.1,955.550000000001,8755.2,0.000218832870229822,0.0046065104786615
object_stratified,3,4099,validation,996,0.15,0.150067801717644,6.78017176435064e-05,597,399,0.400602409638554,-0.00229046364756902,970,792,178,204,15,996,0,0.328686504,0.93373651,7.0043659615,80.0761393,670.645531,-0.000473569453798699,0.0113447612962018,996,0,0.4199,1.67855,3.82105,10.2125,90.95,0.00365143314834338,0.0200838006236185,983,13,1.7,11.9,34.7,1123.36,9054.7,-0.000218832870229815,0.0143914180076802
object_stratified,3,4099,test,993,0.15,0.149615790266687,-0.00038420973331324,594,399,0.401812688821752,-0.00108018446437097,969,794,175,199,7,993,0,0.299697755,0.8877619784,6.90522317,74.4404305840002,614.39054,-0.00167098623612028,0.0213812492783218,993,0,0.3969,1.7247,3.76585,9.74872,138.54,-0.00455871388988694,0.0177980836474578,981,12,2.5,11.2,34.4,1159.9,6579.3,-0.000547082175574548,0.0162053492194912
